CountryCode,Reference area,Measure,Unit of measure,Year,Value,Observation status,Unit multiplier
AUS,Australia,Direct on-farm energy consumption,Tonnes of oil equivalent,2005,2310.086,Normal value,Thousands
AUS,Australia,Direct on-farm energy consumption,Tonnes of oil equivalent,2006,2169.003,Normal value,Thousands
AUS,Australia,Total final energy consumption,Tonnes of oil equivalent,2006,72860.014,Normal value,Thousands
AUS,Australia,Total final energy consumption,Tonnes of oil equivalent,2007,74995.071,Normal value,Thousands
AUS,Australia,Direct on-farm energy consumption,Tonnes of oil equivalent,2007,2145.237,Normal value,Thousands
AUS,Australia,Direct on-farm energy consumption,Tonnes of oil equivalent,2008,2164.199,Normal value,Thousands
AUS,Australia,Total final energy consumption,Tonnes of oil equivalent,2008,76128.373,Normal value,Thousands
AUS,Australia,Total final energy consumption,Tonnes of oil equivalent,2009,75596.305,Normal value,Thousands
AUS,Australia,Direct on-farm energy consumption,Tonnes of oil equivalent,2009,2139.569,Normal value,Thousands
AUS,Australia,Direct on-farm energy consumption,Tonnes of oil equivalent,2010,2191.27,Normal value,Thousands
AUS,Australia,Total final energy consumption,Tonnes of oil equivalent,2010,76972.556,Normal value,Thousands
AUS,Australia,Total final energy consumption,Tonnes of oil equivalent,2011,78930.316,Normal value,Thousands
AUS,Australia,Direct on-farm energy consumption,Tonnes of oil equivalent,2011,2163.711,Normal value,Thousands
AUS,Australia,Total final energy consumption,Tonnes of oil equivalent,2012,80070.519,Normal value,Thousands
AUS,Australia,Direct on-farm energy consumption,Tonnes of oil equivalent,2012,2208.842,Normal value,Thousands
AUS,Australia,Direct on-farm energy consumption,Tonnes of oil equivalent,2013,2233.36,Normal value,Thousands
AUS,Australia,Total final energy consumption,Tonnes of oil equivalent,2013,81236.749,Normal value,Thousands
AUS,Australia,Total final energy consumption,Tonnes of oil equivalent,2014,81424.094,Normal value,Thousands
AUS,Australia,Direct on-farm energy consumption,Tonnes of oil equivalent,2014,2241.889,Normal value,Thousands
AUS,Australia,Direct on-farm energy consumption,Tonnes of oil equivalent,2015,2350.53,Normal value,Thousands
AUS,Australia,Total final energy consumption,Tonnes of oil equivalent,2015,80359.7,Normal value,Thousands
AUS,Australia,Total final energy consumption,Tonnes of oil equivalent,2016,80525.956,Normal value,Thousands
AUS,Australia,Total final energy consumption,Tonnes of oil equivalent,1988,52758.189,Normal value,Thousands
AUS,Australia,Total final energy consumption,Tonnes of oil equivalent,1989,54846.701,Normal value,Thousands
AUS,Australia,Direct on-farm energy consumption,Tonnes of oil equivalent,1989,1308.498,Normal value,Thousands
AUS,Australia,Direct on-farm energy consumption,Tonnes of oil equivalent,1990,1300.996,Normal value,Thousands
AUT,Austria,Total final energy consumption,Tonnes of oil equivalent,2000,23548.939,Normal value,Thousands
AUT,Austria,Direct on-farm energy consumption,Tonnes of oil equivalent,2000,524.714,Normal value,Thousands
AUT,Austria,Direct on-farm energy consumption,Tonnes of oil equivalent,2001,539.917,Normal value,Thousands
AUT,Austria,Total final energy consumption,Tonnes of oil equivalent,2001,24984.734,Normal value,Thousands
AUT,Austria,Total final energy consumption,Tonnes of oil equivalent,2002,25094.484,Normal value,Thousands
AUT,Austria,Direct on-farm energy consumption,Tonnes of oil equivalent,2002,524.767,Normal value,Thousands
AUT,Austria,Direct on-farm energy consumption,Tonnes of oil equivalent,2003,538.36,Normal value,Thousands
AUT,Austria,Total final energy consumption,Tonnes of oil equivalent,2003,26493.577,Normal value,Thousands
AUT,Austria,Total final energy consumption,Tonnes of oil equivalent,2004,26931.297,Normal value,Thousands
AUT,Austria,Direct on-farm energy consumption,Tonnes of oil equivalent,2004,545.463,Normal value,Thousands
AUT,Austria,Direct on-farm energy consumption,Tonnes of oil equivalent,2005,524.552,Normal value,Thousands
AUT,Austria,Total final energy consumption,Tonnes of oil equivalent,2005,27194.686,Normal value,Thousands
AUT,Austria,Total final energy consumption,Tonnes of oil equivalent,2006,27571.442,Normal value,Thousands
AUT,Austria,Direct on-farm energy consumption,Tonnes of oil equivalent,2006,521.085,Normal value,Thousands
AUT,Austria,Direct on-farm energy consumption,Tonnes of oil equivalent,2007,512.751,Normal value,Thousands
AUT,Austria,Total final energy consumption,Tonnes of oil equivalent,2007,26950.122,Normal value,Thousands
AUT,Austria,Total final energy consumption,Tonnes of oil equivalent,2008,26982.773,Normal value,Thousands
AUT,Austria,Direct on-farm energy consumption,Tonnes of oil equivalent,2008,519.338,Normal value,Thousands
AUT,Austria,Direct on-farm energy consumption,Tonnes of oil equivalent,2009,511.615,Normal value,Thousands
AUT,Austria,Total final energy consumption,Tonnes of oil equivalent,2009,26348.612,Normal value,Thousands
AUT,Austria,Total final energy consumption,Tonnes of oil equivalent,2010,27571.786,Normal value,Thousands
AUT,Austria,Direct on-farm energy consumption,Tonnes of oil equivalent,2010,532.354,Normal value,Thousands
AUT,Austria,Direct on-farm energy consumption,Tonnes of oil equivalent,2011,517.067,Normal value,Thousands
AUT,Austria,Total final energy consumption,Tonnes of oil equivalent,2011,26587.804,Normal value,Thousands
AUT,Austria,Direct on-farm energy consumption,Tonnes of oil equivalent,2012,524.084,Normal value,Thousands
AUT,Austria,Total final energy consumption,Tonnes of oil equivalent,2012,26888.007,Normal value,Thousands
AUT,Austria,Total final energy consumption,Tonnes of oil equivalent,2013,27437.983,Normal value,Thousands
AUT,Austria,Direct on-farm energy consumption,Tonnes of oil equivalent,2013,547.441,Normal value,Thousands
AUT,Austria,Direct on-farm energy consumption,Tonnes of oil equivalent,2014,527.659,Normal value,Thousands
AUT,Austria,Total final energy consumption,Tonnes of oil equivalent,2014,26434.683,Normal value,Thousands
AUT,Austria,Total final energy consumption,Tonnes of oil equivalent,2015,27051.011,Normal value,Thousands
AUT,Austria,Direct on-farm energy consumption,Tonnes of oil equivalent,2015,534.342,Normal value,Thousands
AUT,Austria,Direct on-farm energy consumption,Tonnes of oil equivalent,2016,546.585,Normal value,Thousands
AUT,Austria,Direct on-farm energy consumption,Tonnes of oil equivalent,1988,1701.07,Normal value,Thousands
AUT,Austria,Direct on-farm energy consumption,Tonnes of oil equivalent,1989,1538.775,Normal value,Thousands
AUT,Austria,Total final energy consumption,Tonnes of oil equivalent,1989,19957.266,Normal value,Thousands
AUT,Austria,Total final energy consumption,Tonnes of oil equivalent,1990,19768.384,Normal value,Thousands
AUT,Austria,Direct on-farm energy consumption,Tonnes of oil equivalent,1990,582.686,Normal value,Thousands
AUT,Austria,Direct on-farm energy consumption,Tonnes of oil equivalent,1991,588.34,Normal value,Thousands
AUT,Austria,Total final energy consumption,Tonnes of oil equivalent,1991,21259.976,Normal value,Thousands
AUT,Austria,Total final energy consumption,Tonnes of oil equivalent,1992,20712.752,Normal value,Thousands
AUT,Austria,Direct on-farm energy consumption,Tonnes of oil equivalent,1992,570.565,Normal value,Thousands
AUT,Austria,Direct on-farm energy consumption,Tonnes of oil equivalent,1993,544.795,Normal value,Thousands
AUT,Austria,Total final energy consumption,Tonnes of oil equivalent,1993,20970.44,Normal value,Thousands
AUT,Austria,Total final energy consumption,Tonnes of oil equivalent,1994,20401.329,Normal value,Thousands
AUT,Austria,Direct on-farm energy consumption,Tonnes of oil equivalent,1994,512.494,Normal value,Thousands
AUT,Austria,Direct on-farm energy consumption,Tonnes of oil equivalent,1995,538.454,Normal value,Thousands
AUT,Austria,Total final energy consumption,Tonnes of oil equivalent,1995,21277.216,Normal value,Thousands
AUT,Austria,Total final energy consumption,Tonnes of oil equivalent,1996,23126.339,Normal value,Thousands
AUT,Austria,Direct on-farm energy consumption,Tonnes of oil equivalent,1996,560.976,Normal value,Thousands
AUT,Austria,Direct on-farm energy consumption,Tonnes of oil equivalent,1997,561.697,Normal value,Thousands
AUT,Austria,Direct on-farm energy consumption,Tonnes of oil equivalent,1985,808.508,Normal value,Thousands
AUT,Austria,Total final energy consumption,Tonnes of oil equivalent,1985,18968.783,Normal value,Thousands
AUT,Austria,Total final energy consumption,Tonnes of oil equivalent,1986,19015.151,Normal value,Thousands
AUT,Austria,Direct on-farm energy consumption,Tonnes of oil equivalent,1986,1136.071,Normal value,Thousands
AUT,Austria,Direct on-farm energy consumption,Tonnes of oil equivalent,1987,1174.661,Normal value,Thousands
AUT,Austria,Total final energy consumption,Tonnes of oil equivalent,1987,19489.611,Normal value,Thousands
AUT,Austria,Total final energy consumption,Tonnes of oil equivalent,1988,20214.284,Normal value,Thousands
AUT,Austria,Total final energy consumption,Tonnes of oil equivalent,2016,27737.921,Normal value,Thousands
AUT,Austria,Total final energy consumption,Tonnes of oil equivalent,2017,27943.542,Normal value,Thousands
AUT,Austria,Direct on-farm energy consumption,Tonnes of oil equivalent,2017,553.494,Normal value,Thousands
AUS,Australia,Direct on-farm energy consumption,Tonnes of oil equivalent,2018,2640.451,Normal value,Thousands
AUS,Australia,Direct on-farm energy consumption,Tonnes of oil equivalent,2019,2222.152,Normal value,Thousands
AUS,Australia,Total final energy consumption,Tonnes of oil equivalent,2019,81168.818,Normal value,Thousands
AUS,Australia,Total final energy consumption,Tonnes of oil equivalent,2020,78735.184,Normal value,Thousands
AUS,Australia,Direct on-farm energy consumption,Tonnes of oil equivalent,2020,1978.824,Normal value,Thousands
AUS,Australia,Direct on-farm energy consumption,Tonnes of oil equivalent,2021,2666.092,Normal value,Thousands
AUS,Australia,Total final energy consumption,Tonnes of oil equivalent,2021,78975.15,Normal value,Thousands
AUS,Australia,Direct on-farm energy consumption,Tonnes of oil equivalent,1997,1509.208,Normal value,Thousands
AUS,Australia,Direct on-farm energy consumption,Tonnes of oil equivalent,1998,1541.839,Normal value,Thousands
AUS,Australia,Total final energy consumption,Tonnes of oil equivalent,1998,66642.209,Normal value,Thousands
AUS,Australia,Total final energy consumption,Tonnes of oil equivalent,1999,67681.087,Normal value,Thousands
AUS,Australia,Direct on-farm energy consumption,Tonnes of oil equivalent,1999,1579.865,Normal value,Thousands
AUS,Australia,Direct on-farm energy consumption,Tonnes of oil equivalent,2000,1606.048,Normal value,Thousands
CAN,Canada,Total final energy consumption,Tonnes of oil equivalent,2021,191129.719,Normal value,Thousands
CAN,Canada,Direct on-farm energy consumption,Tonnes of oil equivalent,2021,6863.588,Normal value,Thousands
CAN,Canada,Direct on-farm energy consumption,Tonnes of oil equivalent,1997,4202.095,Normal value,Thousands
CAN,Canada,Total final energy consumption,Tonnes of oil equivalent,1997,181818.841,Normal value,Thousands
CAN,Canada,Total final energy consumption,Tonnes of oil equivalent,1998,177492.802,Normal value,Thousands
CAN,Canada,Direct on-farm energy consumption,Tonnes of oil equivalent,1998,4051.116,Normal value,Thousands
CAN,Canada,Direct on-farm energy consumption,Tonnes of oil equivalent,1999,4144.877,Normal value,Thousands
CAN,Canada,Total final energy consumption,Tonnes of oil equivalent,1999,183840.883,Normal value,Thousands
CAN,Canada,Total final energy consumption,Tonnes of oil equivalent,2000,181516.144,Normal value,Thousands
CAN,Canada,Direct on-farm energy consumption,Tonnes of oil equivalent,2000,4199.37,Normal value,Thousands
CAN,Canada,Direct on-farm energy consumption,Tonnes of oil equivalent,2001,3823.412,Normal value,Thousands
CAN,Canada,Total final energy consumption,Tonnes of oil equivalent,2001,175588.837,Normal value,Thousands
CAN,Canada,Total final energy consumption,Tonnes of oil equivalent,2002,185059.625,Normal value,Thousands
CAN,Canada,Direct on-farm energy consumption,Tonnes of oil equivalent,2002,3503.349,Normal value,Thousands
CAN,Canada,Direct on-farm energy consumption,Tonnes of oil equivalent,2003,3599.08,Normal value,Thousands
CAN,Canada,Total final energy consumption,Tonnes of oil equivalent,2003,191998.594,Normal value,Thousands
CAN,Canada,Total final energy consumption,Tonnes of oil equivalent,2004,194094.768,Normal value,Thousands
CAN,Canada,Direct on-farm energy consumption,Tonnes of oil equivalent,2004,3602.446,Normal value,Thousands
CAN,Canada,Direct on-farm energy consumption,Tonnes of oil equivalent,2005,5187.642,Normal value,Thousands
CAN,Canada,Total final energy consumption,Tonnes of oil equivalent,2005,190206.002,Normal value,Thousands
CAN,Canada,Total final energy consumption,Tonnes of oil equivalent,2006,186674.382,Normal value,Thousands
CAN,Canada,Direct on-farm energy consumption,Tonnes of oil equivalent,2006,5240.274,Normal value,Thousands
CAN,Canada,Direct on-farm energy consumption,Tonnes of oil equivalent,2007,5431.848,Normal value,Thousands
CAN,Canada,Total final energy consumption,Tonnes of oil equivalent,2007,192327.594,Normal value,Thousands
CAN,Canada,Total final energy consumption,Tonnes of oil equivalent,2008,188471.39,Normal value,Thousands
CAN,Canada,Direct on-farm energy consumption,Tonnes of oil equivalent,2008,5553.162,Normal value,Thousands
CAN,Canada,Direct on-farm energy consumption,Tonnes of oil equivalent,2009,4832.02,Normal value,Thousands
CAN,Canada,Total final energy consumption,Tonnes of oil equivalent,2009,180583.387,Normal value,Thousands
CAN,Canada,Total final energy consumption,Tonnes of oil equivalent,2010,184053.116,Normal value,Thousands
CAN,Canada,Direct on-farm energy consumption,Tonnes of oil equivalent,2010,5611.851,Normal value,Thousands
CAN,Canada,Direct on-farm energy consumption,Tonnes of oil equivalent,2011,6170.932,Normal value,Thousands
CAN,Canada,Total final energy consumption,Tonnes of oil equivalent,2011,190854.782,Normal value,Thousands
CAN,Canada,Total final energy consumption,Tonnes of oil equivalent,2012,190086.966,Normal value,Thousands
CAN,Canada,Direct on-farm energy consumption,Tonnes of oil equivalent,2012,6073.667,Normal value,Thousands
CAN,Canada,Total final energy consumption,Tonnes of oil equivalent,2013,192496.534,Normal value,Thousands
CAN,Canada,Direct on-farm energy consumption,Tonnes of oil equivalent,2013,6376.958,Normal value,Thousands
CAN,Canada,Direct on-farm energy consumption,Tonnes of oil equivalent,2014,6642.144,Normal value,Thousands
CAN,Canada,Total final energy consumption,Tonnes of oil equivalent,2014,193822.28,Normal value,Thousands
CAN,Canada,Total final energy consumption,Tonnes of oil equivalent,2015,192814.444,Normal value,Thousands
CAN,Canada,Direct on-farm energy consumption,Tonnes of oil equivalent,1988,2927.957,Normal value,Thousands
CAN,Canada,Direct on-farm energy consumption,Tonnes of oil equivalent,1989,3244.846,Normal value,Thousands
CAN,Canada,Total final energy consumption,Tonnes of oil equivalent,1989,163503.994,Normal value,Thousands
CAN,Canada,Total final energy consumption,Tonnes of oil equivalent,1990,158452.452,Normal value,Thousands
CAN,Canada,Direct on-farm energy consumption,Tonnes of oil equivalent,1990,3247.237,Normal value,Thousands
CAN,Canada,Direct on-farm energy consumption,Tonnes of oil equivalent,1991,3336.983,Normal value,Thousands
CAN,Canada,Total final energy consumption,Tonnes of oil equivalent,1991,157289.933,Normal value,Thousands
CAN,Canada,Total final energy consumption,Tonnes of oil equivalent,1992,160182.341,Normal value,Thousands
CAN,Canada,Direct on-farm energy consumption,Tonnes of oil equivalent,1992,3543.482,Normal value,Thousands
CAN,Canada,Direct on-farm energy consumption,Tonnes of oil equivalent,1993,3688.445,Normal value,Thousands
CAN,Canada,Total final energy consumption,Tonnes of oil equivalent,1993,164191.841,Normal value,Thousands
CAN,Canada,Total final energy consumption,Tonnes of oil equivalent,1994,170253.243,Normal value,Thousands
CAN,Canada,Direct on-farm energy consumption,Tonnes of oil equivalent,1994,3687.224,Normal value,Thousands
CAN,Canada,Direct on-farm energy consumption,Tonnes of oil equivalent,1995,3833.4,Normal value,Thousands
CAN,Canada,Total final energy consumption,Tonnes of oil equivalent,1995,173895.16,Normal value,Thousands
CAN,Canada,Total final energy consumption,Tonnes of oil equivalent,1996,179706.66,Normal value,Thousands
CAN,Canada,Direct on-farm energy consumption,Tonnes of oil equivalent,1996,4065.926,Normal value,Thousands
CAN,Canada,Direct on-farm energy consumption,Tonnes of oil equivalent,1985,2762.064,Normal value,Thousands
CAN,Canada,Total final energy consumption,Tonnes of oil equivalent,1985,150607.502,Normal value,Thousands
CAN,Canada,Total final energy consumption,Tonnes of oil equivalent,1986,150873.354,Normal value,Thousands
CAN,Canada,Direct on-farm energy consumption,Tonnes of oil equivalent,1986,2789.152,Normal value,Thousands
CAN,Canada,Direct on-farm energy consumption,Tonnes of oil equivalent,1987,2701.321,Normal value,Thousands
CAN,Canada,Total final energy consumption,Tonnes of oil equivalent,1987,153268.767,Normal value,Thousands
CAN,Canada,Total final energy consumption,Tonnes of oil equivalent,1988,160093.5,Normal value,Thousands
CAN,Canada,Direct on-farm energy consumption,Tonnes of oil equivalent,2015,6782.543,Normal value,Thousands
CAN,Canada,Direct on-farm energy consumption,Tonnes of oil equivalent,2016,6799.785,Normal value,Thousands
CAN,Canada,Total final energy consumption,Tonnes of oil equivalent,2016,193707.891,Normal value,Thousands
BEL,Belgium,Direct on-farm energy consumption,Tonnes of oil equivalent,2018,803.611,Normal value,Thousands
BEL,Belgium,Direct on-farm energy consumption,Tonnes of oil equivalent,2019,909.159,Normal value,Thousands
BEL,Belgium,Total final energy consumption,Tonnes of oil equivalent,2019,40090.029,Normal value,Thousands
BEL,Belgium,Total final energy consumption,Tonnes of oil equivalent,2020,37908.496,Normal value,Thousands
BEL,Belgium,Direct on-farm energy consumption,Tonnes of oil equivalent,2020,864.196,Normal value,Thousands
BEL,Belgium,Direct on-farm energy consumption,Tonnes of oil equivalent,2021,866.16,Normal value,Thousands
BEL,Belgium,Total final energy consumption,Tonnes of oil equivalent,2021,40519.412,Normal value,Thousands
BEL,Belgium,Direct on-farm energy consumption,Tonnes of oil equivalent,1997,1079.56,Normal value,Thousands
BEL,Belgium,Direct on-farm energy consumption,Tonnes of oil equivalent,1998,966.027,Normal value,Thousands
BEL,Belgium,Total final energy consumption,Tonnes of oil equivalent,1998,40478.585,Normal value,Thousands
BEL,Belgium,Total final energy consumption,Tonnes of oil equivalent,1999,40716.15,Normal value,Thousands
BEL,Belgium,Direct on-farm energy consumption,Tonnes of oil equivalent,1999,891.363,Normal value,Thousands
BEL,Belgium,Direct on-farm energy consumption,Tonnes of oil equivalent,2000,792.935,Normal value,Thousands
BEL,Belgium,Total final energy consumption,Tonnes of oil equivalent,2000,41802.128,Normal value,Thousands
BEL,Belgium,Total final energy consumption,Tonnes of oil equivalent,2001,42747.287,Normal value,Thousands
BEL,Belgium,Direct on-farm energy consumption,Tonnes of oil equivalent,2001,760.299,Normal value,Thousands
BEL,Belgium,Direct on-farm energy consumption,Tonnes of oil equivalent,2002,635.543,Normal value,Thousands
BEL,Belgium,Total final energy consumption,Tonnes of oil equivalent,2002,40641.962,Normal value,Thousands
BEL,Belgium,Total final energy consumption,Tonnes of oil equivalent,2003,41825.645,Normal value,Thousands
BEL,Belgium,Direct on-farm energy consumption,Tonnes of oil equivalent,2003,825.195,Normal value,Thousands
BEL,Belgium,Direct on-farm energy consumption,Tonnes of oil equivalent,2004,1041.345,Normal value,Thousands
BEL,Belgium,Total final energy consumption,Tonnes of oil equivalent,2004,41958.418,Normal value,Thousands
BEL,Belgium,Total final energy consumption,Tonnes of oil equivalent,2005,41925.32,Normal value,Thousands
BEL,Belgium,Direct on-farm energy consumption,Tonnes of oil equivalent,2005,1006.573,Normal value,Thousands
BEL,Belgium,Direct on-farm energy consumption,Tonnes of oil equivalent,2006,867.334,Normal value,Thousands
BEL,Belgium,Total final energy consumption,Tonnes of oil equivalent,2006,40973.313,Normal value,Thousands
BEL,Belgium,Total final energy consumption,Tonnes of oil equivalent,2007,39842.49,Normal value,Thousands
BEL,Belgium,Direct on-farm energy consumption,Tonnes of oil equivalent,2007,760.926,Normal value,Thousands
BEL,Belgium,Direct on-farm energy consumption,Tonnes of oil equivalent,2008,799.431,Normal value,Thousands
BEL,Belgium,Total final energy consumption,Tonnes of oil equivalent,2008,42397.307,Normal value,Thousands
BEL,Belgium,Total final energy consumption,Tonnes of oil equivalent,2009,39363.619,Normal value,Thousands
BEL,Belgium,Direct on-farm energy consumption,Tonnes of oil equivalent,2009,754.105,Normal value,Thousands
BEL,Belgium,Direct on-farm energy consumption,Tonnes of oil equivalent,2010,823.298,Normal value,Thousands
BEL,Belgium,Total final energy consumption,Tonnes of oil equivalent,2010,42700.264,Normal value,Thousands
BEL,Belgium,Total final energy consumption,Tonnes of oil equivalent,2011,39632.382,Normal value,Thousands
BEL,Belgium,Direct on-farm energy consumption,Tonnes of oil equivalent,2011,741.564,Normal value,Thousands
BEL,Belgium,Total final energy consumption,Tonnes of oil equivalent,2012,40104.463,Normal value,Thousands
BEL,Belgium,Direct on-farm energy consumption,Tonnes of oil equivalent,2012,760.333,Normal value,Thousands
BEL,Belgium,Direct on-farm energy consumption,Tonnes of oil equivalent,2013,817.773,Normal value,Thousands
BEL,Belgium,Total final energy consumption,Tonnes of oil equivalent,2013,41852.079,Normal value,Thousands
BEL,Belgium,Total final energy consumption,Tonnes of oil equivalent,2014,39940.276,Normal value,Thousands
BEL,Belgium,Direct on-farm energy consumption,Tonnes of oil equivalent,2014,705.805,Normal value,Thousands
BEL,Belgium,Direct on-farm energy consumption,Tonnes of oil equivalent,2015,728.009,Normal value,Thousands
BEL,Belgium,Total final energy consumption,Tonnes of oil equivalent,2015,41075.277,Normal value,Thousands
BEL,Belgium,Total final energy consumption,Tonnes of oil equivalent,2016,41383.076,Normal value,Thousands
BEL,Belgium,Total final energy consumption,Tonnes of oil equivalent,1988,31568.544,Normal value,Thousands
BEL,Belgium,Total final energy consumption,Tonnes of oil equivalent,1989,31836.237,Normal value,Thousands
BEL,Belgium,Direct on-farm energy consumption,Tonnes of oil equivalent,1989,551.209,Normal value,Thousands
BEL,Belgium,Direct on-farm energy consumption,Tonnes of oil equivalent,1990,498.944,Normal value,Thousands
BEL,Belgium,Total final energy consumption,Tonnes of oil equivalent,1990,32222.691,Normal value,Thousands
BEL,Belgium,Total final energy consumption,Tonnes of oil equivalent,1991,34113.206,Normal value,Thousands
BEL,Belgium,Direct on-farm energy consumption,Tonnes of oil equivalent,1991,555.627,Normal value,Thousands
BEL,Belgium,Direct on-farm energy consumption,Tonnes of oil equivalent,1992,722.499,Normal value,Thousands
BEL,Belgium,Total final energy consumption,Tonnes of oil equivalent,1992,34501.448,Normal value,Thousands
BEL,Belgium,Total final energy consumption,Tonnes of oil equivalent,1993,34090.074,Normal value,Thousands
BEL,Belgium,Direct on-farm energy consumption,Tonnes of oil equivalent,1993,792.047,Normal value,Thousands
BEL,Belgium,Direct on-farm energy consumption,Tonnes of oil equivalent,1994,994.191,Normal value,Thousands
BEL,Belgium,Total final energy consumption,Tonnes of oil equivalent,1994,37122.167,Normal value,Thousands
BEL,Belgium,Total final energy consumption,Tonnes of oil equivalent,1995,37925.721,Normal value,Thousands
BEL,Belgium,Direct on-farm energy consumption,Tonnes of oil equivalent,1995,1111.976,Normal value,Thousands
BEL,Belgium,Direct on-farm energy consumption,Tonnes of oil equivalent,1996,1242.816,Normal value,Thousands
BEL,Belgium,Total final energy consumption,Tonnes of oil equivalent,1996,40266.414,Normal value,Thousands
BEL,Belgium,Total final energy consumption,Tonnes of oil equivalent,1997,39890.682,Normal value,Thousands
BEL,Belgium,Total final energy consumption,Tonnes of oil equivalent,1985,30193.675,Normal value,Thousands
BEL,Belgium,Direct on-farm energy consumption,Tonnes of oil equivalent,1985,362.191,Normal value,Thousands
BEL,Belgium,Direct on-farm energy consumption,Tonnes of oil equivalent,1986,450.344,Normal value,Thousands
BEL,Belgium,Total final energy consumption,Tonnes of oil equivalent,1986,31191.498,Normal value,Thousands
BEL,Belgium,Total final energy consumption,Tonnes of oil equivalent,1987,31332.148,Normal value,Thousands
BEL,Belgium,Direct on-farm energy consumption,Tonnes of oil equivalent,1987,436.085,Normal value,Thousands
BEL,Belgium,Direct on-farm energy consumption,Tonnes of oil equivalent,1988,572.275,Normal value,Thousands
BEL,Belgium,Direct on-farm energy consumption,Tonnes of oil equivalent,2016,781.759,Normal value,Thousands
BEL,Belgium,Direct on-farm energy consumption,Tonnes of oil equivalent,2017,800.42,Normal value,Thousands
BEL,Belgium,Total final energy consumption,Tonnes of oil equivalent,2017,40793.634,Normal value,Thousands
AUT,Austria,Total final energy consumption,Tonnes of oil equivalent,2018,27588.309,Normal value,Thousands
